date,gold_price_usd,silver_price,s&p_500_index,nyse_com_index,usd_selling_exrate,gold_lkr
21/01/2016,1099,14,1869,9227,146.0814,158324
22/01/2016,1097,14,1907,9427,146.0213,158189
25/01/2016,1106,14,1877,9263,146.0113,158333
26/01/2016,1114,15,1904,9429,146.0113,159846
27/01/2016,1116,14,1883,9374,146.0214,161286
28/01/2016,1116,14,1893,9398,146.0714,161165
29/01/2016,1116,14,1940,9633,146.1014,160529
1/2/2016,1128,14,1939,9617,146.1014,161312
2/2/2016,1127,14,1903,9414,146.1014,162226
3/2/2016,1141,15,1913,9495,146.0314,162419
4/2/2016,1158,15,1915,9534,146.02145,164339.5
5/2/2016,1158,15,1880,9390,146.0115,166260
8/2/2016,1198,15,1853,9231,146.0415,167758
9/2/2016,1199,15,1852,9188,146.0415,171661
10/2/2016,1195,15,1852,9177,146.001,171579
11/2/2016,1248,16,1829,9030,146.0213,173623
12/2/2016,1239,16,1865,9230,146.0213,178058
15/02/2016,1220,16,1850,9171,146.0213,176003
16/02/2016,1208,15,1896,9375,146.0514,172935
17/02/2016,1211,15,1927,9532,146.172,173040
18/02/2016,1226,15,1918,9505,146.1922,173903
19/02/2016,1230,15,1918,9486,146.2427,176602
22/02/2016,1210,15,1946,9616,146.27295,175801
23/02/2016,1222,15,1921,9494,146.3032,175000
24/02/2016,1239,15,1930,9506,146.3534,176731
25/02/2016,1238,15,1952,9625,146.4033,177616
26/02/2016,1220,15,1948,9620,146.5441,178083
29/02/2016,1234,15,1932,9560,146.584,176877
1/3/2016,1230,15,1978,9771,146.6443,179291
2/3/2016,1241,15,1986,9838,146.755,176636
3/3/2016,1257,15,1993,9908,146.7655,178805
4/3/2016,1270,16,2000,9968,146.5991,181787
7/3/2016,1263,16,2002,10006,146.6492,182493
8/3/2016,1262,15,1979,9869,146.6993,183199
9/3/2016,1257,15,1989,9925,146.7598,180598
10/3/2016,1272,16,1990,9918,146.78,180131
11/3/2016,1259,16,2022,10104,146.8002,184524
14/03/2016,1244,16,2020,10074,146.8603,180601
15/03/2016,1230,15,2016,10014,146.8803,176673
16/03/2016,1229,15,2027,10084,146.9308,177318
17/03/2016,1265,16,2041,10190,146.9509,180702
18/03/2016,1254,16,2050,10223,146.981,181760
21/03/2016,1244,16,2052,10220,147.1018,180321
22/03/2016,1248,16,2050,10194,147.18175,179702.5
23/03/2016,1224,15,2037,10100,147.2617,179084
24/03/2016,1221,15,2036,10087,147.8669,175203
25/03/2016,1228,16,2045,10165,148.3889,174719
28/03/2016,1220,15,2037,10106,148.9109,174235
29/03/2016,1236,15,2055,10190,149.5436,175485
30/03/2016,1227,15,2064,10237,150.5375,178064
31/03/2016,1234,15,2060,10207,146.7837,176680
1/4/2016,1222,15,2073,10220,147.2269,176953
4/4/2016,1218,15,2066,10183,146.5252,175335
5/4/2016,1228,15,2045,10061,146.424,176270
6/4/2016,1223,15,2067,10160,146.3554,176788
7/4/2016,1236,15,2042,10045,146.4059,176393
8/4/2016,1243,15,2048,10120,146.5463,178019
11/4/2016,1257,16,2042,10115,146.5463,179976
12/4/2016,1259,16,2062,10239,146.516,180601
13/04/2016,1247,16,2082,10360,146.5529,179303.6667
14/04/2016,1225,16,2083,10360,146.5898,178006.3333
15/04/2016,1233,16,2081,10356,146.6267,176709
18/04/2016,1234,16,2094,10425,146.6564,177846
19/04/2016,1253,17,2101,10517,146.8862,177141
20/04/2016,1253,17,2102,10528,146.9866,180379
21/04/2016,1249,17,2091,10455,146.9935,180144.5
22/04/2016,1229,17,2092,10511,147.0004,179910
25/04/2016,1239,17,2088,10466,147.2404,177547
26/04/2016,1242,17,2092,10523,147.2703,178407
27/04/2016,1249,17,2095,10572,147.3909,179170
28/04/2016,1266,18,2076,10480,147.351,178709
29/04/2016,1289,18,2065,10437,147.4212,183343
2/5/2016,1295,18,2081,10496,147.361,184814.5
3/5/2016,1291,17,2063,10366,147.3008,186286
4/5/2016,1273,17,2051,10286,147.3866,186575
5/5/2016,1271,17,2051,10281,147.3606,186596
6/5/2016,1293,18,2057,10309,147.4007,186512
9/5/2016,1266,17,2059,10292,147.4007,187537
10/5/2016,1264,17,2084,10424,147.4007,184256
11/5/2016,1275,17,2064,10332,147.4313,184993
12/5/2016,1270,17,2064,10334,147.5018,185652
13/05/2016,1272,17,2047,10228,147.5619,184737
16/05/2016,1273,17,2067,10332,147.612,186248
17/05/2016,1276,17,2047,10258,147.8427,186489
18/05/2016,1274,17,2048,10240,147.8427,186113
19/05/2016,1254,16,2040,10192,147.8528,183309
20/05/2016,1252,17,2052,10250,147.8629,183084
23/05/2016,1251,16,2048,10227,147.8779,182512
24/05/2016,1229,16,2076,10354,147.8929,181940
25/05/2016,1224,16,2091,10447,147.9629,178937
26/05/2016,1220,16,2090,10440,147.973,179549
27/05/2016,1214,16,2099,10470,148.0837,177261
30/05/2016,1226,16,2081,10387,148.184,175221
31/05/2016,1215,16,2097,10441,149.3459,176875
1/6/2016,1212,16,2099,10455,149.2355,177780
2/6/2016,1210,16,2105,10488,149.1133,177329
3/6/2016,1240,16,2099,10488,148.8225,176674
6/6/2016,1245,16,2109,10555,148.3208,181326
7/6/2016,1244,16,2112,10599,147.4173,181561
8/6/2016,1260,17,2119,10638,147.2873,181823
9/6/2016,1270,17,2115,10590,147.267,183973
10/6/2016,1273,17,2096,10446,147.1162,184399
13/06/2016,1284,17,2079,10349,146.5142,184746
14/06/2016,1286,17,2075,10295,146.3036,185494
15/06/2016,1286,17,2072,10297,146.3339,185885
16/06/2016,1296,18,2078,10323,146.6144,187842
17/06/2016,1293,17,2071,10348,146.6144,185016
20/06/2016,1290,18,2083,10450,146.8658,185573
21/06/2016,1271,17,2089,10491,147.5379,186180
22/06/2016,1268,17,2085,10473,148.6217,184274
23/06/2016,1261,17,2113,10641,148.7091,183850
24/06/2016,1320,18,2037,10184,148.8142,185934
27/06/2016,1323,18,2001,9974,149.0635,192731
28/06/2016,1315,18,2036,10161,149.4444,191890
29/06/2016,1324,18,2071,10351,149.4141,191810
30/06/2016,1318,19,2099,10490,148.3203,191171
1/7/2016,1337,20,2103,10516,147.8734,192877
4/7/2016,1356,18,2062,10298,148.2451,196820
5/7/2016,1356,20,2089,10410,148.5865,195225
6/7/2016,1365,20,2100,10442,148.6168,197011.5
7/7/2016,1360,20,2098,10414,148.6471,198798
8/7/2016,1357,20,2130,10572,147.9643,196974
11/7/2016,1355,20,2137,10627,147.6025,198985
12/7/2016,1334,20,2152,10727,147.774,197170
13/07/2016,1342,20,2152,10734,147.8942,193877
14/07/2016,1331,20,2164,10787,147.8633,194671
15/07/2016,1327,20,2162,10773,147.7331,193066
18/07/2016,1328,20,2167,10793,147.8036,193023
19/07/2016,1332,20,2164,10759,147.97445,193265.5
20/07/2016,1319,20,2173,10793,148.1453,193508
21/07/2016,1331,20,2165,10759,148.4155,190912
22/07/2016,1323,20,2175,10805,147.8742,193789
25/07/2016,1319,20,2168,10752,147.7732,191945
26/07/2016,1321,20,2169,10773,147.8035,192346
27/07/2016,1327,20,2167,10740,147.7235,192163
28/07/2016,1332,20,2170,10744,147.7033,194878
29/07/2016,1349,20,2174,10786,147.6831,195048
1/8/2016,1351,20,2171,10730,147.7033,196729
2/8/2016,1364,21,2157,10661,147.7333,196529
3/8/2016,1356,20,2164,10695,147.7232,198661
4/8/2016,1359,20,2164,10707,147.6927,197766
5/8/2016,1336,20,2183,10783,147.4214,198085
8/8/2016,1333,20,2181,10788,147.3308,194674
9/8/2016,1339,20,2182,10805,147.351,194271
10/8/2016,1344,20,2175,10775,147.3409,196371
11/8/2016,1343,20,2186,10836,147.3308,195701
12/8/2016,1336,20,2184,10822,147.1605,194986
15/08/2016,1340,20,2190,10859,147.1704,194729
16/08/2016,1351,20,2178,10810,147.1805,195496
17/08/2016,1343,20,2182,10825,147.1805,196295
18/08/2016,1351,20,2187,10863,147.1805,197094
19/08/2016,1340,19,2184,10829,147.1704,196010
22/08/2016,1338,19,2183,10816,147.1704,194094
23/08/2016,1341,19,2187,10847,147.1804,194542
24/08/2016,1324,19,2175,10791,147.2304,194651
25/08/2016,1320,18,2172,10784,147.2707,192830
26/08/2016,1322,19,2169,10749,147.5217,193043
29/08/2016,1323,19,2180,10811,147.5015,191658
30/08/2016,1312,19,2176,10798,147.4007,192721
31/08/2016,1307,19,2171,10765,147.4007,191476
1/9/2016,1312,19,2171,10772,147.3507,190839
2/9/2016,1322,19,2180,10857,147.2205,191122
5/9/2016,1336,19,2176,10800,147.2405,192579
6/9/2016,1349,20,2186,10891,147.2102,192867
7/9/2016,1344,20,2186,10890,147.1902,196240
8/9/2016,1337,20,2181,10882,147.1499,195802
9/9/2016,1330,19,2128,10614,146.839,194603
12/9/2016,1321,19,2159,10741,146.87925,193935.5
13/09/2016,1319,19,2127,10535,146.9195,193268
14/09/2016,1322,19,2126,10511,147.11,191694
15/09/2016,1314,19,2147,10603,147.301,192862
16/09/2016,1306,19,2139,10532,147.3562,192284.5
19/09/2016,1314,19,2139,10564,147.4114,191707
20/09/2016,1314,19,2140,10560,147.5921,191850
21/09/2016,1327,20,2163,10708,147.7523,191776
22/09/2016,1340,20,2177,10794,148.104,194712
23/09/2016,1337,20,2165,10718,147.9836,194835
26/09/2016,1340,20,2146,10625,147.9838,195315
27/09/2016,1326,19,2160,10665,147.9838,195403
28/09/2016,1319,19,2171,10753,148.0742,193956
29/09/2016,1322,19,2151,10644,148.175,194066
30/09/2016,1313,19,2168,10722,148.456,194305
3/10/2016,1309,19,2161,10691,148.4356,193449
4/10/2016,1266,18,2150,10629,148.2747,192049
5/10/2016,1265,18,2160,10684,148.3149,186601
6/10/2016,1250,17,2161,10676,148.325,185939
7/10/2016,1249,17,2154,10627,148.5156,184527
10/10/2016,1255,18,2164,10683,148.576,185100
11/10/2016,1253,17,2137,10548,148.807,184942
12/10/2016,1251,17,2139,10560,148.8065,184661
13/10/2016,1255,17,2133,10523,148.6761,184917
14/10/2016,1253,17,2133,10521,148.646,184741
17/10/2016,1254,17,2127,10493,148.6659,184121
18/10/2016,1261,18,2140,10568,148.7162,184971
19/10/2016,1268,18,2144,10601,148.9471,185564
20/10/2016,1266,18,2141,10597,148.9774,186926
21/10/2016,1266,17,2141,10572,148.9473,185598
24/10/2016,1262,18,2151,10591,149.1283,185600
25/10/2016,1272,18,2143,10550,149.5099,185784
26/10/2016,1265,18,2139,10528,149.4603,187371
27/10/2016,1268,18,2133,10503,149.4502,186159
28/10/2016,1276,18,2126,10477,149.6911,186809
31/10/2016,1272,18,2126,10482,149.7814,187805
1/11/2016,1286,18,2112,10414,149.8016,188225
2/11/2016,1307,19,2098,10335,150.0124,190236
3/11/2016,1302,18,2089,10308,150.1932,191531
4/11/2016,1303,18,2085,10289,150.3333,192226
7/11/2016,1278,18,2132,10500,150.022,190973
8/11/2016,1273,18,2140,10531,149.8212,189506
9/11/2016,1273,18,2163,10643,149.7409,192418
10/11/2016,1266,19,2167,10683,149.6406,190146
11/11/2016,1222,18,2164,10652,149.6103,186175
14/11/2016,1221,17,2164,10680,149.7408,183683.5
15/11/2016,1224,17,2180,10746,149.8713,181192
16/11/2016,1223,17,2177,10699,150.1624,181914
17/11/2016,1217,17,2187,10740,150.2528,181364
18/11/2016,1209,17,2182,10710,150.3028,178631
21/11/2016,1210,17,2198,10792,150.343,179419
22/11/2016,1211,17,2203,10820,150.3228,180314
23/11/2016,1189,16,2205,10836,150.3531,179604
24/11/2016,1183,17,2195,10780,150.2327,175323
25/11/2016,1178,16,2213,10878,150.3431,174001
28/11/2016,1191,17,2202,10809,150.594,176957
29/11/2016,1188,17,2205,10818,151.0657,176606
30/11/2016,1171,16,2199,10838,150.9354,176599
1/12/2016,1167,16,2191,10829,150.6943,172806
2/12/2016,1175,17,2192,10839,150.534,173918
5/12/2016,1174,17,2205,10911,150.3931,174026
6/12/2016,1168,17,2212,10971,150.4736,174133
7/12/2016,1175,17,2241,11115,150.5138,173444
8/12/2016,1170,17,2246,11150,150.6039,175002
9/12/2016,1159,17,2260,11192,150.6039,173598
12/12/2016,1164,17,2257,11177,150.6172333,173261.6667
13/12/2016,1157,17,2272,11237,150.6305667,172925.3333
14/12/2016,1161,17,2253,11099,150.6439,172589
15/12/2016,1128,16,2262,11132,150.7443,169913
16/12/2016,1135,16,2258,11125,151.2268,168596
19/12/2016,1141,16,2263,11129,151.2369,169707
20/12/2016,1132,16,2271,11172,151.2973,169692
21/12/2016,1131,16,2265,11143,151.6489,169108
22/12/2016,1129,16,2261,11114,152.1206,168941
23/12/2016,1132,16,2264,11129,152.3723,168889
26/12/2016,1151,16,2265,11137,151.96025,169276.5
27/12/2016,1137,16,2269,11146,151.5482,169664
28/12/2016,1139,16,2250,11059,151.6886,170728
29/12/2016,1156,16,2249,11074,151.6586,172015
30/12/2016,1150,16,2239,11057,151.6584,173925
2/1/2017,1173,16,2254,11095,151.6786,172748
3/1/2017,1160,16,2258,11154,151.6986,173780
4/1/2017,1164,17,2271,11247,151.7287,173864
5/1/2017,1180,17,2269,11248,151.6986,175925
6/1/2017,1172,16,2277,11238,151.7387,176698
9/1/2017,1184,17,2269,11170,151.7788,176410
10/1/2017,1184,17,2269,11183,151.7788,177264
11/1/2017,1196,17,2275,11227,151.7386,178037
12/1/2017,1199,17,2270,11204,151.7487,178495.5
13/01/2017,1195,17,2275,11227,151.7588,178954
16/01/2017,1206,17,2272,11202,151.8388,180393
17/01/2017,1212,17,2268,11196,151.839,180933
18/01/2017,1211,17,2272,11196,151.839,182308
19/01/2017,1201,17,2264,11149,151.879,180376
20/01/2017,1204,17,2271,11193,152.03,181153
23/01/2017,1215,17,2265,11171,152.1404,182934
24/01/2017,1210,17,2280,11249,152.2104,182829
25/01/2017,1197,17,2298,11339,152.2405,181544
26/01/2017,1190,17,2297,11313,152.2405,180118
27/01/2017,1188,17,2295,11283,152.1603,178224
30/01/2017,1193,17,2281,11205,152.1502,179538
31/01/2017,1209,18,2279,11223,152.2405,180209
1/2/2017,1206,17,2280,11207,152.3404,181932
2/2/2017,1217,17,2281,11215,152.2819,182557
3/2/2017,1219,17,2297,11311,152.2707,182757
6/2/2017,1230,18,2293,11264,152.3307,184193
7/2/2017,1234,18,2293,11243,152.441,185824
8/2/2017,1238,18,2295,11252,152.491,186146
9/2/2017,1235,18,2308,11328,152.441,186887
10/2/2017,1234,18,2316,11378,152.441,186179
13/02/2017,1224,18,2328,11434,152.441,185471
14/02/2017,1224,18,2338,11469,152.4511,184782
15/02/2017,1232,18,2349,11514,152.4412,184910
16/02/2017,1240,18,2347,11504,152.4513,186361
17/02/2017,1238,18,2351,11511,152.5718,186607
20/02/2017,1245,18,2343,11486,152.8834,186023
21/02/2017,1238,18,2365,11578,153.4354,186626
22/02/2017,1232,18,2363,11550,153.5556,187147
23/02/2017,1250,18,2364,11556,154.208,187024
24/02/2017,1257,18,2367,11541,153.97215,188546
27/02/2017,1257,18,2370,11558,153.7363,190068
28/02/2017,1253,18,2364,11512,153.4755,189527
1/3/2017,1249,18,2396,11661,153.3149,188736
2/3/2017,1232,18,2382,11576,153.2143,188529
3/3/2017,1226,18,2383,11598,153.1643,186313
6/3/2017,1225,18,2375,11548,153.1138,186655
7/3/2017,1215,17,2368,11506,153.1542,185399
8/3/2017,1209,17,2363,11448,153.1843,184183
9/3/2017,1202,17,2365,11458,153.4353,182822
10/3/2017,1201,17,2373,11501,153.4855,181484
13/03/2017,1202,17,2373,11519,153.5158,182399
14/03/2017,1202,17,2365,11459,153.6865,182322
15/03/2017,1200,17,2385,11590,153.8369,181789
16/03/2017,1227,17,2381,11600,154.0378,185391
17/03/2017,1230,17,2378,11589,154.1689,185696
20/03/2017,1234,17,2373,11557,153.8976,186721
21/03/2017,1246,18,2344,11420,153.787,186032
22/03/2017,1249,18,2348,11427,153.7771,188860
23/03/2017,1247,18,2346,11431,153.7971,188832
24/03/2017,1248,18,2344,11419,153.7971,188457
27/03/2017,1255,18,2342,11414,153.9578,190500
28/03/2017,1255,18,2359,11494,153.9578,190243
29/03/2017,1253,18,2361,11497,154.018,189429
30/03/2017,1245,18,2368,11520,153.9376,189488
31/03/2017,1247,18,2363,11493,153.9075,188277
3/4/2017,1251,18,2359,11464,153.8572,189212
4/4/2017,1255,18,2360,11471,153.8069,190306
5/4/2017,1245,18,2353,11423,153.7217,190189
6/4/2017,1250,18,2357,11457,153.8373,190307
7/4/2017,1254,18,2356,11446,153.8274,192046
10/4/2017,1251,18,2357,11464,153.91775,191156
11/4/2017,1271,18,2354,11474,154.0081,190266
12/4/2017,1275,18,2345,11423,154.199,193700
13/04/2017,1286,18,2329,11325,154.1657,194397
14/04/2017,1287,18,2348,11426,154.1324,195094
17/04/2017,1289,18,2349,11427,154.0991,195791
18/04/2017,1292,18,2342,11379,154.1191,195100
19/04/2017,1281,18,2338,11342,154.1693,195480
20/04/2017,1282,18,2356,11427,154.4002,194310
21/04/2017,1287,18,2349,11389,154.3096,194446
24/04/2017,1276,18,2374,11532,154.2896,193688
25/04/2017,1266,18,2389,11603,154.2898,193480
26/04/2017,1262,17,2387,11593,154.3098,192084
27/04/2017,1264,17,2389,11579,154.2398,192397
28/04/2017,1266,17,2384,11536,154.2398,192196
1/5/2017,1253,17,2388,11536,154.24475,191589.5
2/5/2017,1255,17,2391,11551,154.2497,190983
3/5/2017,1246,16,2388,11530,154.2697,190855
4/5/2017,1227,16,2390,11535,154.3401,188672
5/5/2017,1225,16,2399,11616,154.2196,186789
8/5/2017,1225,16,2399,11595,154.0886,187546
9/5/2017,1214,16,2397,11568,154.1988,187081
10/5/2017,1217,16,2400,11599,154.2089667,186994.6667
11/5/2017,1223,16,2394,11564,154.2191333,186908.3333
12/5/2017,1226,16,2391,11547,154.2293,186822
15/05/2017,1229,17,2402,11614,154.179,187446
16/05/2017,1235,17,2401,11606,154.2989,188091
17/05/2017,1258,17,2357,11424,154.3992,189306
18/05/2017,1252,17,2366,11434,154.4295,191844
19/05/2017,1253,17,2382,11543,154.4194,190673
22/05/2017,1261,17,2394,11585,154.5398,190936
23/05/2017,1255,17,2398,11605,154.5699,192494
24/05/2017,1252,17,2404,11621,154.4796,190961
25/05/2017,1256,17,2415,11639,154.5498,191767
26/05/2017,1268,17,2416,11632,154.5698,191664
29/05/2017,1272,17,2406,11616,154.5597,193274
30/05/2017,1262,17,2413,11601,154.5897,193584
31/05/2017,1272,17,2412,11598,154.6099,192135
1/6/2017,1267,17,2430,11700,154.5998,193660
2/6/2017,1277,17,2439,11719,154.5798,192577
5/6/2017,1279,18,2436,11694,154.5898,195153
6/6/2017,1294,18,2429,11671,154.5898,195959
7/6/2017,1290,18,2433,11668,154.5898,197060
8/6/2017,1276,17,2434,11679,154.58475,195702
9/6/2017,1269,17,2432,11745,154.5797,194344
12/6/2017,1266,17,2429,11746,154.5797,193293
13/06/2017,1266,17,2440,11797,154.5797,193202
14/06/2017,1273,17,2438,11780,154.5999,193667
15/06/2017,1252,17,2432,11741,154.6401,192928
16/06/2017,1254,17,2433,11772,154.6662,191097
19/06/2017,1244,16,2453,11833,154.8209,191553
20/06/2017,1241,16,2437,11739,154.8512,190591
21/06/2017,1243,16,2436,11696,155.0117,190938
22/06/2017,1248,16,2435,11713,155.0217,192246
23/06/2017,1256,17,2438,11733,154.9716,191909
26/06/2017,1246,17,2439,11759,154.96655,191296.5
27/06/2017,1246,17,2419,11717,154.9615,190684
28/06/2017,1248,17,2441,11813,155.0218,191864
29/06/2017,1244,17,2420,11740,155.1324,191995
30/06/2017,1241,17,2423,11762,155.2027,191365
3/7/2017,1218,16,2429,11836,155.2429,190083
4/7/2017,1217,17,2426,11773,155.2829,187733
5/7/2017,1220,16,2433,11809,155.3835,188655
6/7/2017,1222,16,2410,11702,155.3833,188374
7/7/2017,1209,15,2425,11753,155.3833,187510
10/7/2017,1212,16,2427,11752,155.3933,186271
11/7/2017,1214,16,2426,11745,155.4435,186318
12/7/2017,1218,16,2443,11826,155.4334,187295
13/07/2017,1216,16,2448,11845,155.4435,187874
14/07/2017,1227,16,2459,11897,155.4435,186944
17/07/2017,1233,16,2459,11891,155.4637,189373
18/07/2017,1241,16,2461,11877,155.4637,190268
19/07/2017,1241,16,2474,11941,155.5138,190834
20/07/2017,1245,16,2473,11944,155.4837,190484
21/07/2017,1254,16,2473,11925,155.4637,191409
24/07/2017,1254,16,2470,11905,155.4637,192777
25/07/2017,1252,17,2477,11966,155.3531,192705
26/07/2017,1249,16,2478,11965,155.363,191633
27/07/2017,1260,17,2475,11963,155.3731,193937
28/07/2017,1268,17,2472,11955,155.4637,193637
31/07/2017,1267,17,2470,11968,155.4736,195107
1/8/2017,1273,17,2476,12000,155.353,195162
2/8/2017,1272,17,2478,11979,155.2827,194354
3/8/2017,1268,17,2472,11957,155.2726,193976
4/8/2017,1258,16,2477,11985,155.142,194677
7/8/2017,1258,16,2481,11988,155.1622,193992.5
8/8/2017,1256,16,2475,11950,155.1824,193308
9/8/2017,1273,17,2474,11929,155.0518,193926
10/8/2017,1284,17,2438,11772,155.0417,195604
11/8/2017,1288,17,2441,11763,154.9214,196907
14/08/2017,1284,17,2466,11856,154.8309,197134
15/08/2017,1274,17,2465,11843,154.8309,195243
16/08/2017,1277,17,2468,11869,154.9315,195121
17/08/2017,1286,17,2430,11713,154.9616,197323
18/08/2017,1286,17,2426,11700,154.9917,197454
21/08/2017,1291,17,2428,11719,155.062,197097
22/08/2017,1285,17,2453,11805,154.9513,197624
23/08/2017,1289,17,2444,11786,154.8711,196706
24/08/2017,1287,17,2439,11774,154.7808,196966
25/08/2017,1293,17,2443,11812,154.8008,196662
28/08/2017,1310,17,2444,11800,154.8109,198002
29/08/2017,1313,17,2446,11792,154.7707,201383
30/08/2017,1308,17,2458,11805,154.6603,200449
31/08/2017,1316,17,2472,11876,154.6401,199069
1/9/2017,1325,18,2477,11918,154.57985,201329.5
4/9/2017,1338,17,2459,11838,154.5196,203590
5/9/2017,1339,18,2458,11827,154.40915,203914.5
6/9/2017,1334,18,2466,11873,154.2987,204239
7/9/2017,1345,18,2465,11880,154.4494,203590
8/9/2017,1346,18,2461,11888,154.5199,206341
11/9/2017,1331,18,2488,12010,154.58,204372
12/9/2017,1328,18,2496,12057,154.6101,202526
13/09/2017,1323,18,2498,12055,154.6503,203625
14/09/2017,1325,18,2496,12063,154.7707,202196
15/09/2017,1320,18,2500,12080,154.7408,203956
18/09/2017,1306,17,2504,12111,154.7104,201726
19/09/2017,1306,17,2507,12132,154.8711,199888
20/09/2017,1312,17,2508,12148,154.9515,201101
21/09/2017,1291,17,2501,12134,154.5995,198959
22/09/2017,1293,17,2502,12152,154.5799,198230
25/09/2017,1307,17,2497,12142,154.6502,197501
26/09/2017,1297,17,2497,12128,154.8109,200436
27/09/2017,1283,17,2507,12158,154.8211,198199
28/09/2017,1286,17,2510,12179,154.8712,196548
29/09/2017,1282,17,2519,12209,154.9114,196644
2/10/2017,1273,17,2529,12265,154.8912,195282
3/10/2017,1272,17,2535,12303,154.9314,194485
4/10/2017,1274,17,2538,12305,155.0517,195442
5/10/2017,1270,17,2552,12339,155.0718,195042.5
6/10/2017,1272,17,2549,12318,155.0919,194643
9/10/2017,1282,17,2545,12294,155.0818,196811
10/10/2017,1291,17,2551,12347,155.1321,197160
11/10/2017,1286,17,2555,12362,155.2326,197421
12/10/2017,1293,17,2551,12339,155.3029,198383
13/10/2017,1302,17,2553,12352,155.5138,199175
16/10/2017,1300,17,2558,12360,155.4735,200164
17/10/2017,1283,17,2559,12350,155.4234,198687
18/10/2017,1280,17,2561,12371,155.42335,197475
19/10/2017,1287,17,2562,12380,155.4233,196263
20/10/2017,1277,17,2575,12431,155.4435,197531
23/10/2017,1278,17,2565,12384,155.4435,196159
24/10/2017,1275,17,2569,12405,155.5439,197095
25/10/2017,1275,17,2557,12337,155.6042,196000
26/10/2017,1266,17,2560,12352,155.5941,197016
27/10/2017,1269,17,2581,12366,155.4234,194926
30/10/2017,1274,17,2573,12319,155.3532,195205
31/10/2017,1267,17,2575,12341,155.4035,195987
1/11/2017,1274,17,2579,12363,155.3833,195000
2/11/2017,1275,17,2580,12373,155.4538,196840
3/11/2017,1267,17,2588,12373,155.43865,195963
6/11/2017,1279,17,2591,12401,155.4235,195086
7/11/2017,1274,17,2591,12371,155.3433,196491
8/11/2017,1282,17,2594,12385,155.2029,195968
9/11/2017,1286,17,2585,12340,155.1426,196476
10/11/2017,1272,17,2582,12323,155.3638,197386
13/11/2017,1277,17,2585,12317,155.3537,196083
14/11/2017,1282,17,2579,12280,155.3335,196184
15/11/2017,1277,17,2565,12220,155.3737,196923
16/11/2017,1277,17,2586,12303,155.5242,196579
17/11/2017,1296,17,2579,12303,155.424,197450
20/11/2017,1275,17,2582,12321,155.454,198479
21/11/2017,1281,17,2599,12386,155.4941,196793
22/11/2017,1292,17,2597,12391,155.5242,197054
23/11/2017,1289,17,2589,12341,155.5042,198373
24/11/2017,1287,17,2602,12422,155.4437,198653
27/11/2017,1294,17,2601,12391,155.4839,198293
28/11/2017,1295,17,2627,12520,155.4338,198829
29/11/2017,1282,16,2626,12561,155.4841,198891
30/11/2017,1273,16,2648,12628,155.4841,197475
1/12/2017,1279,16,2642,12615,155.41865,196690.5
4/12/2017,1274,16,2639,12635,155.3532,195906
5/12/2017,1262,16,2630,12567,155.3234,196005
6/12/2017,1263,16,2629,12532,155.1325,194118
7/12/2017,1250,16,2637,12569,155.0825,193779
8/12/2017,1245,16,2652,12643,155.0725,191545
11/12/2017,1244,16,2660,12668,154.8615,191233
12/12/2017,1239,16,2664,12698,154.8514,190460
13/12/2017,1245,16,2663,12699,154.8514,190341
14/12/2017,1254,16,2652,12629,155.012,192513
15/12/2017,1254,16,2676,12700,154.962,192515
18/12/2017,1262,16,2690,12786,154.9317,192252
19/12/2017,1261,16,2681,12748,154.9318,193087
20/12/2017,1266,16,2679,12748,154.9318,193719
21/12/2017,1267,16,2685,12800,154.7911,194056
22/12/2017,1275,16,2683,12797,154.7209,193683
25/12/2017,1298,16,2684,12776,154.69575,194638.5
26/12/2017,1284,17,2681,12809,154.6706,195594
27/12/2017,1287,17,2683,12822,154.51,195921
28/12/2017,1294,17,2688,12853,154.3192,196659
29/12/2017,1306,17,2674,12809,155.1528,198085
1/1/2018,1317,17,2682,12814,155.1929,199284.5
2/1/2018,1314,17,2696,12903,155.233,200484
3/1/2018,1316,17,2713,12957,155.3538,202186
4/1/2018,1319,17,2724,13028,155.4139,201053
5/1/2018,1320,17,2743,13103,155.3435,202981
8/1/2018,1319,17,2748,13114,155.3735,202779
9/1/2018,1312,17,2751,13121,155.5943,202838
10/1/2018,1317,17,2748,13107,155.564,201766
11/1/2018,1321,17,2768,13211,155.5239,202714
12/1/2018,1333,17,2786,13294,155.5943,203863
15/01/2018,1335,17,2760,13169,155.64445,205129
16/01/2018,1335,17,2776,13247,155.6946,206395
17/01/2018,1338,17,2803,13352,155.7148,206475
18/01/2018,1326,17,2798,13316,155.6242,204163
19/01/2018,1332,17,2810,13384,155.6846,204692
22/01/2018,1328,17,2833,13470,155.6946,205008
23/01/2018,1336,17,2839,13474,155.7951,205824
24/01/2018,1356,17,2838,13508,155.8954,206606
25/01/2018,1362,18,2839,13513,155.5237,209303
26/01/2018,1352,17,2873,13637,155.5639,207843
29/01/2018,1335,0,2854,13525,155.5639,207124
30/01/2018,1335,17,2822,13376,155.5842,205573
31/01/2018,1339,17,2824,13368,155.6746,206176
1/2/2018,1344,17,2822,13382,155.765,206779
2/2/2018,1334,17,2762,13085,155.9356,207992
5/2/2018,1333,17,2649,12573,156.03105,207711.5
6/2/2018,1326,17,2695,12745,156.1265,207431
7/2/2018,1312,16,2682,12687,156.3575,205399
8/2/2018,1317,16,2581,12271,155.55,203391
