date,gold_price_usd,silver_price,s&p_500_index,nyse_com_index,usd_selling_exrate,gold_lkr
22/02/2024,2020,23,5087,17565,316.0679,631791
23/02/2024,2039,23,5089,17616,315.9598,631844
26/02/2024,2029,23,5070,17567,315.8517,631897
27/02/2024,2034,23,5078,17598,315.7299,631775
28/02/2024,2033,22,5070,17574,315.2986,631566
29/02/2024,2046,23,5096,17607,314.8771,631624
1/3/2024,2087,23,5137,17728,314.2362,633779
4/3/2024,2118,24,5131,17749,313.4131,643730
5/3/2024,2134,24,5079,17669,312.6876,650913
6/3/2024,2150,24,5105,17801,312.6086,654262
7/3/2024,2158,24,5157,17928,312.4368,660533
8/3/2024,2179,24,5124,17890,312.20965,665244
11/3/2024,2183,25,5118,17864,311.9825,669955
12/3/2024,2160,24,5175,17974,311.45,669529
13/03/2024,2175,25,5165,18019,311.0041,662200
14/03/2024,2163,25,5150,17886,310.6428,666025
15/03/2024,2157,25,5117,17848,310.2053,661047
18/03/2024,2161,25,5149,17882,309.6749,656909
19/03/2024,2156,25,5179,17976,308.9065,658503
20/03/2024,2158,25,5225,18130,308.7249,656230
21/03/2024,2182,25,5242,18214,308.8069,670995
22/03/2024,2158,25,5234,18112,308.6902,661297
25/03/2024,2175,25,5218,18077,307.9921,660444
26/03/2024,2176,24.48,5203.58,18059,307.3326,657416
27/03/2024,2191,24.63,5248.49,18255,306.3453,657504
28/03/2024,2217,24.8,5254.35,18313,305.3339,661225
29/03/2024,2227,24.875,5249.06,18264.5,305.21785,669735
1/4/2024,2237,24.95,5243.77,18216,305.1018,678245
2/4/2024,2261,25.8,5205.81,18108,304.9073,674834
3/4/2024,2294,26.94,5211.49,18147,304.6043,684949
4/4/2024,2289,27.14,5147.21,17982,304.5631,689963
5/4/2024,2326,27.4,5204.34,18122,304.2846,681399
8/4/2024,2332,27.71,5202.39,18154,303.8976,696874
9/4/2024,2344,27.89,5209.91,18171,303.4415,700262
10/4/2024,2330,27.96,5160.64,17947,303.3335,701945
11/4/2024,2355,28.18,5199.06,17915,303.3085333,703013.6667
12/4/2024,2356,28.25,5123.41,17639,303.2835667,704082.3333
15/04/2024,2366,28.65,5061.82,17507,303.2586,705151
16/04/2024,2391,28.32,5051.41,17414,303.5476,711821
17/04/2024,2372,28.35,5022.21,17403,305.1931,715157
18/04/2024,2382,28.33,5011.12,17388,306.4145,713468
19/04/2024,2398,28.81,4967.23,17459,306.5961,725226
22/04/2024,2332,27.21,5010.6,17602,306.4586,717491
23/04/2024,2328,27.33,5070.55,17793,305.9258,708322.5
24/04/2024,2325,27.32,5071.63,17758,305.393,699154
25/04/2024,2330,27.34,5048.42,17732,302.5848,692993
26/04/2024,2335,27.24,5099.96,17763,301.2928,693732
29/04/2024,2345,27.37,5116.17,17831,300.9597,689518
30/04/2024,2291,26.39,5035.69,17603,302.76,691795
1/5/2024,2300,26.49,5018.39,17576,302.5571,691429
2/5/2024,2299,26.58,5064.2,17699,302.3542,691063
3/5/2024,2299,26.44,5127.79,17798,301.9031,682784
6/5/2024,2322,27.37,5180.74,17964,302.304,687460
7/5/2024,2315,27.3,5187.7,17994,303.0127,691983
8/5/2024,2314,27.36,5187.67,17996,303.9272,691862
9/5/2024,2332,28.13,5214.08,18127,303.3789,689893
10/5/2024,2367,28.27,5222.68,18162,303.384,701531
13/05/2024,2336,28.22,5221.42,18134,303.7846,704714
14/05/2024,2353,28.865,5246.68,18221,305.2385,702582
15/05/2024,2389,29.51,5308.15,18378,306.428,709219
16/05/2024,2380,29.67,5297.1,18317,307.0361,722491
17/05/2024,2412,31.05,5303.27,18388,305.1511,717412
20/05/2024,2434,32.21,5308.13,18336,304.5972,729716
21/05/2024,2422,31.87,5321.41,18338,304.3151,725328
22/05/2024,2389,31.3,5307.01,18237,304.4801,726648
23/05/2024,2335,30.28,5267.84,18028,304.6518333,718385.6667
24/05/2024,2333,30.33,5304.72,18111,304.8235667,710123.3333
27/05/2024,2344,31.15,5305.38,18059,304.9953,701861
28/05/2024,2355,31.97,5306.04,18007,305.4195,707029
29/05/2024,2340,32.2,5266.95,17795,306.4442,710894
30/05/2024,2343,31.39,5235.48,17852,306.4863,703860
31/05/2024,2323,30.3,5277.51,18084,306.5863,708485
3/6/2024,2347,30.64,5283.4,18007,306.67,703082
4/6/2024,2326,29.49,5291.34,17934,306.8239,708651
5/6/2024,2354,29.95,5354.03,18046,306.8807,705046
6/6/2024,2370,31.25,5352.96,18067,307.0499,715608
7/6/2024,2305,29.33,5346.99,17986,307.4417,717719
10/6/2024,2308,29.77,5360.79,18038,307.5273,695902
11/6/2024,2308,29.13,5375.32,17919,308.0019,697962
12/6/2024,2331,30.18,5421.03,18006,308.2634,702505
13/06/2024,2300,28.99,5433.74,17923,308.4819,703449.6146
14/06/2024,2331,29.4,5431.6,17817,308.5156,700477.5825
15/06/2024,2324.666667,29.37666667,5445.476667,17845.33333,308.549975,701981.2523
16/06/2024,2318.333333,29.35333333,5459.353333,17873.66667,308.58435,703484.922
17/06/2024,2312,29.33,5473.23,17902,308.618725,704988.5918
18/06/2024,2330,29.51,5487.03,17968,308.6531,706492.2615
19/06/2024,2342,30.145,5480.1,17992,309.6304,709619.4065
20/06/2024,2354,30.78,5473.17,18016,310.0538,712480.7996
21/06/2024,2316,29.57,5464.62,17996,310.011525,711640.3634
22/06/2024,2320.666667,29.54333333,5459.036667,18039.66667,309.96925,710799.9272
23/06/2024,2325.333333,29.51666667,5453.453333,18083.33333,309.926975,709959.4909
24/06/2024,2330,29.49,5447.87,18127,309.8847,709119.0547
25/06/2024,2317,28.84,5469.3,18051,309.8056,710273.8835
26/06/2024,2299,28.91,5477.9,17994,309.7877,708978.7229
27/06/2024,2325,28.92,5482.87,18009,309.8352,701893.3811
28/06/2024,2328,29.24,5460.48,18027,310.3533,709957.4903
29/06/2024,2328,29.26,5465.35,18003.66667,310.4503333,710597.9985
30/06/2024,2328,29.28,5470.22,17980.33333,310.5473667,711238.5067
1/7/2024,2328,29.3,5475.09,17957,310.6444,711879.0149
2/7/2024,2323,29.35,5509.01,18028,309.6342,713330.0223
3/7/2024,2360,30.55,5537.02,18092,308.1754,706675.7865
4/7/2024,2374.5,30.97,5552.105,18095.5,308.9221,717282.9398
5/7/2024,2389,31.39,5567.19,18099,309.3025,719240.6513
6/7/2024,2377.666667,31.13333333,5569.076667,18095.33333,309.2750667,721829.7504
7/7/2024,2366.333333,30.87666667,5570.963333,18091.66667,309.2476333,724418.8495
8/7/2024,2355,30.62,5572.85,18088,309.2202,727007.9486
9/7/2024,2360,30.77,5576.98,18049,309.1277,719637.2913
10/7/2024,2372,30.73,5633.91,18215,308.5052,720421.2229
11/7/2024,2415,31.39,5584.54,18380,308.3411,721597.0602
12/7/2024,2414,30.89,5615.35,18506,307.4603,730243.503
13/07/2024,2417,30.81666667,5620.64,18512.33333,307.1093333,729489.9007
14/07/2024,2420,30.74333333,5625.93,18518.66667,306.7583667,728736.2984
15/07/2024,2423,30.67,5631.22,18525,306.4074,727982.6961
16/07/2024,2462,31.2,5667.2,18781,307.0529,732184.5939
17/07/2024,2455,30.14,5588.27,18712,308.463,752089.3496
18/07/2024,2452,30,5544.59,18514,308.5274,747678.2172
19/07/2024,2396,29.09,5505,18406,308.5317,736772.8975
20/07/2024,2394.666667,29.1,5524.803333,18450.33333,308.4207667,734753.9014
21/07/2024,2393.333333,29.11,5544.606667,18494.66667,308.3098333,732734.9053
22/07/2024,2392,29.12,5564.41,18539,308.1989,730715.9092
23/07/2024,2405,29.13,5555.74,18518,308.5447,729480.4052
24/07/2024,2413,29.12,5427.13,18308,308.3906,732915.8944
25/07/2024,2352,27.81,5399.22,18344,308.2486,721798.7343
26/07/2024,2380,27.86,5459.1,18564,307.9537,720640.5519
27/07/2024,2379,27.80666667,5460.58,18555.66667,307.8946333,722314.0374
28/07/2024,2378,27.75333333,5462.06,18547.33333,307.8355667,723987.523
29/07/2024,2377,27.7,5463.54,18539,307.7765,725661.0085
30/07/2024,2405,28.37,5436.44,18581,307.3942,720465.7305
31/07/2024,2427,28.78,5522.3,18710,307.1744,727903.5487
1/8/2024,2435,28.33,5446.68,18493,307.0819,740958.4933
2/8/2024,2426,28.25,5346.56,18162,306.9317,741707.2326
3/8/2024,2418,27.86,5293.15,18016.33333,306.8383,739979.6409
4/8/2024,2410,27.47,5239.74,17870.66667,306.7449,738252.0492
5/8/2024,2402,27.08,5186.33,17725,306.6515,736524.4575
6/8/2024,2389,27.1,5240.03,17923,306.9872,728861.1249
7/8/2024,2391,26.83,5199.5,17839,306.7677,723351.5496
8/8/2024,2422,27.5,5319.31,18186,306.2824,721246.9926
9/8/2024,2432,27.49,5344.16,18267,305.4598,730311.8852
10/8/2024,2442,27.63333333,5344.236667,18246.66667,305.1945667,729890.2451
11/8/2024,2452,27.77666667,5344.313333,18226.33333,304.9293333,729468.6049
12/8/2024,2462,27.92,5344.39,18206,304.6641,729046.9648
